,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,unregistered,registered,score,sum_click
10819,CCC,2014B,602030,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,1,1,1,1164
10820,CCC,2014B,602030,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,0,0,1,1164
10821,CCC,2014J,602030,M,Scotland,Lower Than A Level,60-70%,0-35,1,30,N,1,1,1,1164
10822,CCC,2014J,602030,M,Scotland,Lower Than A Level,60-70%,0-35,1,30,N,0,0,1,1164
10823,CCC,2014B,602042,M,North Region,Post Graduate Qualification,,35-55,0,30,N,0,0,0,1236
10824,CCC,2014B,602107,M,London Region,HE Qualification,80-90%,0-35,0,60,N,0,0,0,811
10825,CCC,2014B,602107,M,London Region,HE Qualification,80-90%,0-35,0,60,N,0,0,0,811
10826,EEE,2014B,602107,M,London Region,HE Qualification,80-90%,0-35,0,60,N,0,0,0,811
10827,EEE,2014B,602107,M,London Region,HE Qualification,80-90%,0-35,0,60,N,0,0,0,811
10828,CCC,2014B,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,0,5264
10829,CCC,2014B,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,0,5264
10830,EEE,2013J,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,0,5264
10831,EEE,2013J,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,0,5264
10832,CCC,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,1,1,0,518
10833,CCC,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,1,1,0,518
10834,CCC,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,1,1,0,518
10835,EEE,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,1,90,N,1,1,0,518
10836,EEE,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,1,90,N,1,1,0,518
10837,EEE,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,1,90,N,1,1,0,518
10838,EEE,2014J,602150,M,London Region,A Level or Equivalent,20-30%,0-35,2,30,N,1,1,0,518
10839,EEE,2014J,602150,M,London Region,A Level or Equivalent,20-30%,0-35,2,30,N,1,1,0,518
10840,EEE,2014J,602150,M,London Region,A Level or Equivalent,20-30%,0-35,2,30,N,1,1,0,518
10841,CCC,2014B,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,0,0,0,954
10842,CCC,2014B,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,0,0,0,954
10843,EEE,2013J,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,0,0,0,954
10844,EEE,2013J,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,0,0,0,954
10845,CCC,2014B,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,0,1341
10846,CCC,2014B,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,0,1341
10847,EEE,2013J,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,0,1341
10848,EEE,2013J,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,0,1341
10849,CCC,2014B,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,1,1,2170
10850,CCC,2014B,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,1,2170
10851,EEE,2013J,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,1,1,2170
10852,EEE,2013J,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,1,2170
10853,CCC,2014B,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,0,0,1,1985
10854,CCC,2014B,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,0,0,1,1985
10855,EEE,2013J,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,0,0,1,1985
10856,EEE,2013J,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,0,0,1,1985
10857,CCC,2014B,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,0,0,0,3807
10858,CCC,2014B,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,0,0,0,3807
10859,DDD,2013J,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,0,0,0,3807
10860,DDD,2013J,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,0,0,0,3807
10861,CCC,2014B,602913,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,90,N,0,0,1,498
10862,CCC,2014B,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,0,0,1,1038
10863,CCC,2014B,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,0,0,1,1038
10864,EEE,2013J,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,0,0,1,1038
10865,EEE,2013J,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,0,0,1,1038
10866,CCC,2014B,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,0,0,0,2624
10867,CCC,2014B,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,0,0,0,2624
10868,EEE,2013J,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,0,0,0,2624
10869,EEE,2013J,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,0,0,0,2624
10870,CCC,2014B,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,801
10871,CCC,2014B,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,801
10872,DDD,2013J,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,801
10873,DDD,2013J,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,801
10874,CCC,2014B,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,1,0,4173
10875,CCC,2014B,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,4173
10876,EEE,2013J,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,1,0,4173
10877,EEE,2013J,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,4173
10878,CCC,2014B,603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,1,1,2162
10879,CCC,2014B,603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,0,1,2162
10880,EEE,2014B,603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,1,1,2162
10881,EEE,2014B,603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,0,1,2162
10882,CCC,2014B,603859,M,South Region,HE Qualification,60-70%,0-35,0,60,N,0,0,0,1061
10883,CCC,2014B,604164,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,1,1,1,3381
10884,CCC,2014B,604164,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,0,0,1,3381
10885,CCC,2014J,604164,M,West Midlands Region,A Level or Equivalent,,35-55,1,60,N,1,1,1,3381
10886,CCC,2014J,604164,M,West Midlands Region,A Level or Equivalent,,35-55,1,60,N,0,0,1,3381
10887,CCC,2014B,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,0,0,0,4277
10888,CCC,2014B,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,0,0,0,4277
10889,EEE,2013J,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,0,0,0,4277
10890,EEE,2013J,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,0,0,0,4277
10891,CCC,2014B,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,1,1,0,113
10892,CCC,2014B,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,113
10893,DDD,2013J,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,1,1,0,113
10894,DDD,2013J,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,113
10895,CCC,2014B,604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,0,0,1,1219
10896,CCC,2014B,604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,0,0,1,1219
10897,EEE,2014B,604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,0,0,1,1219
10898,EEE,2014B,604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,0,0,1,1219
10899,CCC,2014B,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,0,0,1,336
10900,CCC,2014B,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,1,1,1,336
10901,DDD,2013J,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,0,0,1,336
10902,DDD,2013J,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,1,1,1,336
10903,CCC,2014B,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,667
10904,CCC,2014B,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,667
10905,DDD,2013J,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,667
10906,DDD,2013J,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,0,0,0,667
10907,CCC,2014B,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,1,1,1,3519
10908,CCC,2014B,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,0,0,1,3519
10909,CCC,2014B,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,0,0,1,3519
10910,CCC,2014J,604906,M,South Region,Lower Than A Level,70-80%,35-55,1,30,N,1,1,1,3519
10911,CCC,2014J,604906,M,South Region,Lower Than A Level,70-80%,35-55,1,30,N,0,0,1,3519
10912,CCC,2014J,604906,M,South Region,Lower Than A Level,70-80%,35-55,1,30,N,0,0,1,3519
10913,EEE,2013J,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,1,1,1,3519
10914,EEE,2013J,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,0,0,1,3519
10915,EEE,2013J,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,0,0,1,3519
10916,CCC,2014B,604997,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,0,0,0,578
10917,CCC,2014B,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,0,0,1,2615
10918,CCC,2014B,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,0,0,1,2615
10919,DDD,2013J,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,0,0,1,2615
10920,DDD,2013J,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,0,0,1,2615
10921,CCC,2014B,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10922,CCC,2014B,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10923,CCC,2014B,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,0,0,1,2770
10924,EEE,2013J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10925,EEE,2013J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10926,EEE,2013J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,0,0,1,2770
10927,FFF,2014J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10928,FFF,2014J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,1,2770
10929,FFF,2014J,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,0,0,1,2770
10930,CCC,2014B,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,5925
10931,CCC,2014B,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,5925
10932,DDD,2013J,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,5925
10933,DDD,2013J,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,5925
10934,CCC,2014B,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,0,0,0,14808
10935,CCC,2014B,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,0,0,0,14808
10936,FFF,2013J,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,0,0,0,14808
10937,FFF,2013J,605571,F,Scotland,HE Qualification,70-80%,35-55,0,90,N,0,0,0,14808
10938,CCC,2014B,605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,0,0,0,3356
10939,CCC,2014B,605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,0,0,0,3356
10940,EEE,2014B,605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,0,0,0,3356
10941,EEE,2014B,605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,0,0,0,3356
10942,CCC,2014B,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,2050
10943,CCC,2014B,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,2050
10944,DDD,2013J,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,2050
10945,DDD,2013J,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,0,0,0,2050
10946,CCC,2014B,606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,0,1240
10947,CCC,2014B,606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,0,0,1240
10948,EEE,2014B,606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1,0,1240
10949,EEE,2014B,606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,0,0,1240
10950,CCC,2014B,606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,2358
10951,CCC,2014B,606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,2358
10952,EEE,2013J,606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,2358
10953,EEE,2013J,606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,0,0,0,2358
10954,CCC,2014B,606282,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,0,0,0,897
10955,CCC,2014B,606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,150,N,0,0,0,181
10956,CCC,2014B,606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,150,N,0,0,0,181
10957,EEE,2014B,606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,150,N,0,0,0,181
10958,EEE,2014B,606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,150,N,0,0,0,181
10959,CCC,2014B,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,0,0,0,6723
10960,CCC,2014B,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,0,0,0,6723
10961,FFF,2013J,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,0,0,0,6723
10962,FFF,2013J,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,0,0,0,6723
10963,CCC,2014B,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,1,2614
10964,CCC,2014B,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,1,2614
10965,DDD,2013J,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,1,2614
10966,DDD,2013J,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,1,2614
10967,CCC,2014B,606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,0,0,3089
10968,CCC,2014B,606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,0,0,3089
10969,EEE,2013J,606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,0,0,3089
10970,EEE,2013J,606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,0,0,3089
10971,CCC,2014B,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,1,1,0,2019
10972,CCC,2014B,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,1,1,0,2019
10973,FFF,2013J,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,1,1,0,2019
10974,FFF,2013J,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,1,1,0,2019
10975,CCC,2014B,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,0,0,0,5186
10976,CCC,2014B,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,0,0,0,5186
10977,FFF,2013J,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,0,0,0,5186
10978,FFF,2013J,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,90,N,0,0,0,5186
10979,CCC,2014B,607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,1,0,418
10980,CCC,2014B,607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,0,0,0,418
10981,EEE,2013J,607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,1,0,418
10982,EEE,2013J,607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,0,0,0,418
10983,CCC,2014B,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,0,1228
10984,CCC,2014B,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,0,1228
10985,DDD,2013J,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,0,1228
10986,DDD,2013J,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,0,0,0,1228
10987,CCC,2014B,607411,F,London Region,A Level or Equivalent,50-60%,0-35,0,180,Y,1,1,0,314
10988,CCC,2014B,607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,1,1,0,551
10989,CCC,2014B,607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,1,1,0,551
10990,EEE,2014B,607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,1,1,0,551
10991,EEE,2014B,607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,1,1,0,551
10992,CCC,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,0,240,N,1,1,0,4260
10993,CCC,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,0,240,N,0,0,0,4260
10994,CCC,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,0,240,N,0,0,0,4260
10995,CCC,2014J,607453,M,South East Region,HE Qualification,20-30%,0-35,1,60,N,1,1,0,4260
10996,CCC,2014J,607453,M,South East Region,HE Qualification,20-30%,0-35,1,60,N,0,0,0,4260
10997,CCC,2014J,607453,M,South East Region,HE Qualification,20-30%,0-35,1,60,N,0,0,0,4260
10998,FFF,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,1,1,0,4260
10999,FFF,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,0,0,0,4260
11000,FFF,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,0,0,0,4260
11001,CCC,2014B,607609,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,1,1,0,311
11002,CCC,2014B,607609,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,1,1,0,311
11003,EEE,2013J,607609,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,1,1,0,311
11004,EEE,2013J,607609,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,1,1,0,311
11005,CCC,2014B,607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,1,3335
11006,CCC,2014B,607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,1,3335
11007,EEE,2013J,607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,1,3335
11008,EEE,2013J,607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,0,0,1,3335
11009,CCC,2014B,607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,3033
11010,CCC,2014B,607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,3033
11011,EEE,2013J,607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,3033
11012,EEE,2013J,607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,3033
11013,CCC,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,0,150,Y,1,1,0,2630
11014,CCC,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,0,150,Y,0,0,0,2630
11015,FFF,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,1,150,Y,1,1,0,2630
11016,FFF,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,1,150,Y,0,0,0,2630
11017,CCC,2014B,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,150,N,0,0,1,1331
11018,CCC,2014B,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,150,N,0,0,1,1331
11019,DDD,2013J,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,0,0,1,1331
11020,DDD,2013J,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,0,0,1,1331
11021,CCC,2014B,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,1,1,1,485
11022,CCC,2014B,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,1,1,1,485
11023,DDD,2013J,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,1,1,1,485
11024,DDD,2013J,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,1,1,1,485
11025,CCC,2014B,608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,1,1,3630
11026,CCC,2014B,608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,0,1,3630
11027,EEE,2013J,608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,1,1,3630
11028,EEE,2013J,608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,0,1,3630
11029,CCC,2014B,608152,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,0,0,1,1744
11030,CCC,2014B,608152,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,0,0,1,1744
11031,EEE,2014B,608152,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,0,0,1,1744
11032,EEE,2014B,608152,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,0,0,1,1744
11033,CCC,2014B,608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,1749
11034,CCC,2014B,608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,1749
11035,EEE,2013J,608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,1749
11036,EEE,2013J,608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,0,0,1749
11037,CCC,2014B,608464,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,0,0,0,1171
11038,CCC,2014B,608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,0,0,1,1464
11039,CCC,2014B,608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,0,0,1,1464
11040,EEE,2013J,608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,0,0,1,1464
11041,EEE,2013J,608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,0,0,1,1464
11042,CCC,2014B,608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,1,1,3665
11043,CCC,2014B,608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,1,3665
11044,EEE,2013J,608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,1,1,3665
11045,EEE,2013J,608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,0,0,1,3665
11046,CCC,2014B,608577,M,North Region,HE Qualification,,35-55,0,60,N,1,1,0,404
11047,CCC,2014B,608577,M,North Region,HE Qualification,,35-55,0,60,N,0,0,0,404
11048,CCC,2014J,608577,M,North Region,HE Qualification,,35-55,1,30,N,1,1,0,404
11049,CCC,2014J,608577,M,North Region,HE Qualification,,35-55,1,30,N,0,0,0,404
11050,CCC,2014B,608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,1,1,0,1182
11051,CCC,2014B,608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,0,0,0,1182
11052,DDD,2013J,608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,1,1,0,1182
11053,DDD,2013J,608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,0,0,0,1182
11054,CCC,2014B,608735,F,South Region,HE Qualification,90-100%,0-35,0,30,N,0,0,0,711
11055,CCC,2014B,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,0,0,1,2760
11056,CCC,2014B,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,0,0,1,2760
11057,FFF,2013J,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,0,0,1,2760
11058,FFF,2013J,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,0,0,1,2760
11059,CCC,2014B,608904,M,North Region,Post Graduate Qualification,,35-55,0,90,N,0,0,0,2049
11060,CCC,2014B,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,1,1,1,751
11061,CCC,2014B,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,0,0,1,751
11062,DDD,2013J,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,1,1,1,751
11063,DDD,2013J,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,0,0,1,751
11064,CCC,2014B,609025,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,1,0,1661
11065,CCC,2014B,609025,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,0,0,0,1661
11066,EEE,2013J,609025,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,1,0,1661
11067,EEE,2013J,609025,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,0,0,0,1661
11068,CCC,2014B,609045,M,Wales,HE Qualification,10-20,0-35,0,60,N,0,0,0,578
11069,CCC,2014B,609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,1,1,0,1210
11070,CCC,2014B,609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,0,0,0,1210
11071,EEE,2013J,609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,1,1,0,1210
11072,EEE,2013J,609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,0,0,0,1210
11073,CCC,2014B,609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,0,0,1,17482
11074,CCC,2014B,609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,0,0,1,17482
